timestamp,badge_id,holder,reader,event
2026-06-05T02:11:00Z,B1009,Hana Tanaka,ROOM-C,UNLOCK
2026-06-05T02:32:00Z,B1009,Hana Tanaka,ROOM-F,UNLOCK
2026-06-05T05:40:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,OUT
2026-06-05T05:41:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,IN
2026-06-05T05:44:00Z,B1036,Priya Dubois,MAIN-ENTRANCE,IN
2026-06-05T05:45:00Z,B1002,Priya Novak,MAIN-ENTRANCE,IN
2026-06-05T07:23:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-05T07:24:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-05T07:24:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-05T07:25:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-05T07:25:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-05T07:28:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-05T07:28:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-05T07:29:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-05T07:29:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-05T07:32:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-05T07:35:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-05T07:35:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-05T07:35:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-05T07:37:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-05T07:41:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-05T07:42:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-05T07:42:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-05T07:43:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-05T08:22:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-05T09:18:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-05T09:18:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-05T09:19:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-05T09:21:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-05T09:24:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-05T09:25:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-05T10:10:00Z,B1002,Priya Novak,ROOM-A,UNLOCK
2026-06-05T10:22:00Z,B1002,Priya Novak,ROOM-C,UNLOCK
2026-06-05T10:28:00Z,B1002,Priya Novak,ROOM-D,UNLOCK
2026-06-05T10:42:00Z,B1002,Priya Novak,ROOM-E,UNLOCK
2026-06-05T11:21:00Z,B1036,Priya Dubois,ROOM-E,UNLOCK
2026-06-05T11:30:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-05T11:32:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-05T11:40:00Z,B1036,Priya Dubois,ROOM-A,UNLOCK
2026-06-05T13:37:00Z,B1002,Priya Novak,MAIN-ENTRANCE,OUT
2026-06-05T13:55:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,OUT
2026-06-05T13:55:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,IN
2026-06-05T13:57:00Z,B1036,Priya Dubois,MAIN-ENTRANCE,OUT
2026-06-05T14:25:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-05T16:47:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-05T16:47:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-05T16:47:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-05T16:49:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-05T16:51:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-05T16:51:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-05T16:52:00Z,B1024,Samuel Tanaka,ROOM-E,UNLOCK
2026-06-05T16:57:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-05T20:39:00Z,B1024,Samuel Tanaka,ROOM-C,UNLOCK
2026-06-05T20:39:00Z,B1024,Samuel Tanaka,ROOM-E,UNLOCK
2026-06-05T20:40:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-05T20:43:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-05T20:45:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-05T20:46:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-05T21:52:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,IN
2026-06-05T22:06:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,OUT
2026-06-06T00:11:00Z,B1009,Hana Tanaka,ROOM-B,UNLOCK
2026-06-06T01:52:00Z,B1009,Hana Tanaka,ROOM-F,UNLOCK
2026-06-06T05:47:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,IN
2026-06-06T06:07:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,OUT
2026-06-06T07:06:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-06T07:06:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-06T07:08:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-06T07:08:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-06T07:09:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-06T07:11:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-06T07:12:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-06T07:15:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-06T07:16:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-06T07:16:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-06T12:03:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-06T13:36:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-06T13:45:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,IN
2026-06-06T13:51:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,OUT
2026-06-06T21:57:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,OUT
2026-06-06T21:58:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,IN
2026-06-07T01:39:00Z,B1009,Hana Tanaka,ROOM-D,UNLOCK
2026-06-07T01:45:00Z,B1009,Hana Tanaka,ROOM-B,UNLOCK
2026-06-07T05:49:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,IN
2026-06-07T05:52:00Z,B1002,Priya Novak,MAIN-ENTRANCE,IN
2026-06-07T06:07:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,OUT
2026-06-07T11:34:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-07T11:35:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-07T11:35:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-07T11:36:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-07T11:37:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-07T11:38:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-07T11:40:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-07T11:41:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-07T11:41:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-07T11:41:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-07T13:42:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,IN
2026-06-07T13:51:00Z,B1002,Priya Novak,MAIN-ENTRANCE,OUT
2026-06-07T14:00:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,OUT
2026-06-07T19:25:00Z,B1024,Samuel Tanaka,ROOM-C,UNLOCK
2026-06-07T19:25:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-07T19:29:00Z,B1024,Samuel Tanaka,ROOM-C,UNLOCK
2026-06-07T19:31:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-07T19:51:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-07T19:51:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-07T19:56:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-07T19:56:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-07T21:47:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,IN
2026-06-07T21:47:00Z,B1028,Maya Mensah,MAIN-ENTRANCE,IN
2026-06-07T22:04:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,OUT
2026-06-08T00:30:00Z,B1009,Hana Tanaka,ROOM-B,UNLOCK
2026-06-08T01:13:00Z,B1009,Hana Tanaka,ROOM-A,UNLOCK
2026-06-08T05:42:00Z,B1036,Priya Dubois,MAIN-ENTRANCE,IN
2026-06-08T05:54:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,IN
2026-06-08T05:57:00Z,B1002,Priya Novak,MAIN-ENTRANCE,IN
2026-06-08T05:57:00Z,B1028,Maya Mensah,MAIN-ENTRANCE,OUT
2026-06-08T06:06:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,OUT
2026-06-08T07:25:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-08T07:26:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T07:26:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T07:28:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T07:28:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-08T07:29:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T07:29:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T07:30:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T07:31:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T07:34:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T07:34:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T07:35:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T08:44:00Z,B1002,Priya Novak,ROOM-A,UNLOCK
2026-06-08T08:53:00Z,B1002,Priya Novak,ROOM-C,UNLOCK
2026-06-08T08:56:00Z,B1036,Priya Dubois,ROOM-C,UNLOCK
2026-06-08T08:59:00Z,B1002,Priya Novak,ROOM-D,UNLOCK
2026-06-08T09:02:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T09:02:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T09:02:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T09:05:00Z,B1002,Priya Novak,ROOM-E,UNLOCK
2026-06-08T09:08:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T09:08:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T09:08:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T09:09:00Z,B1036,Priya Dubois,ROOM-E,UNLOCK
2026-06-08T09:18:00Z,B1036,Priya Dubois,ROOM-A,UNLOCK
2026-06-08T10:19:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T10:19:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T10:20:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-08T10:21:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T10:22:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T10:25:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T10:26:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T10:27:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T10:27:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T10:28:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T11:18:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T11:18:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-08T11:19:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T11:22:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T11:23:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T11:23:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T11:23:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T11:24:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-08T11:24:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T11:25:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T11:25:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T11:29:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T11:29:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T11:29:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T11:30:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-08T11:31:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T12:50:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T12:50:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T12:50:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-08T12:51:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-08T12:52:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T12:55:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T12:56:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T12:57:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-08T12:57:00Z,B1017,Sofia Larsen,ROOM-C,UNLOCK
2026-06-08T12:57:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-08T13:16:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-08T13:51:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,IN
2026-06-08T13:51:00Z,B1044,Felix Okafor,MAIN-ENTRANCE,IN (VISITOR)
2026-06-08T13:53:00Z,B1002,Priya Novak,MAIN-ENTRANCE,OUT
2026-06-08T13:58:00Z,B1036,Priya Dubois,MAIN-ENTRANCE,OUT
2026-06-08T14:18:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,OUT
2026-06-08T14:34:00Z,B1044,Felix Okafor,ROOM-E,UNLOCK
2026-06-08T15:27:00Z,B1044,Felix Okafor,ROOM-C,UNLOCK
2026-06-08T17:24:00Z,B1044,Felix Okafor,MAIN-ENTRANCE,OUT (VISITOR)
2026-06-08T17:50:00Z,B1024,Samuel Tanaka,ROOM-E,UNLOCK
2026-06-08T17:51:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-08T17:51:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-08T17:55:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-08T17:56:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-08T17:56:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-08T20:25:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-08T20:26:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-08T20:27:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-08T20:27:00Z,B1024,Samuel Tanaka,ROOM-E,UNLOCK
2026-06-08T20:29:00Z,B1024,Samuel Tanaka,ROOM-E,UNLOCK
2026-06-08T20:30:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-08T20:32:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-08T20:32:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-08T21:44:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,IN
2026-06-08T21:51:00Z,B1028,Maya Mensah,MAIN-ENTRANCE,IN
2026-06-08T21:55:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,OUT
2026-06-09T02:28:00Z,B1009,Hana Tanaka,ROOM-B,UNLOCK
2026-06-09T03:27:00Z,B1009,Hana Tanaka,ROOM-A,UNLOCK
2026-06-09T05:44:00Z,B1009,Hana Tanaka,MAIN-ENTRANCE,OUT
2026-06-09T05:48:00Z,B1002,Priya Novak,MAIN-ENTRANCE,IN
2026-06-09T05:48:00Z,B1036,Priya Dubois,MAIN-ENTRANCE,IN
2026-06-09T05:49:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,IN
2026-06-09T06:02:00Z,B1028,Maya Mensah,MAIN-ENTRANCE,OUT
2026-06-09T07:35:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-09T08:15:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-09T08:15:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-09T08:20:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-09T08:21:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-09T08:37:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-09T08:38:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-09T08:38:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-09T08:39:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-09T08:42:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-09T08:43:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-09T08:44:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-09T08:46:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-09T09:55:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-09T09:55:00Z,B1017,Sofia Larsen,ROOM-A,UNLOCK
2026-06-09T09:55:00Z,B1017,Sofia Larsen,ROOM-B,UNLOCK
2026-06-09T09:55:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-09T09:58:00Z,B1017,Sofia Larsen,ROOM-D,UNLOCK
2026-06-09T09:58:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-09T10:00:00Z,B1017,Sofia Larsen,ROOM-E,UNLOCK
2026-06-09T10:00:00Z,B1017,Sofia Larsen,ROOM-F,UNLOCK
2026-06-09T11:32:00Z,B1036,Priya Dubois,ROOM-C,UNLOCK
2026-06-09T11:41:00Z,B1036,Priya Dubois,ROOM-A,UNLOCK
2026-06-09T11:43:00Z,B1002,Priya Novak,ROOM-A,UNLOCK
2026-06-09T11:48:00Z,B1036,Priya Dubois,ROOM-E,UNLOCK
2026-06-09T11:52:00Z,B1036,Priya Dubois,ROOM-D,UNLOCK
2026-06-09T11:54:00Z,B1002,Priya Novak,ROOM-C,UNLOCK
2026-06-09T11:59:00Z,B1002,Priya Novak,ROOM-D,UNLOCK
2026-06-09T12:06:00Z,B1002,Priya Novak,ROOM-E,UNLOCK
2026-06-09T13:44:00Z,B1017,Sofia Larsen,MAIN-ENTRANCE,OUT
2026-06-09T13:50:00Z,B1036,Priya Dubois,MAIN-ENTRANCE,OUT
2026-06-09T13:57:00Z,B1024,Samuel Tanaka,MAIN-ENTRANCE,IN
2026-06-09T14:12:00Z,B1002,Priya Novak,MAIN-ENTRANCE,OUT
2026-06-09T14:35:00Z,B1036,Priya Dubois,ROOM-B,UNLOCK
2026-06-09T14:51:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-09T14:51:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-09T14:52:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-09T14:53:00Z,B1024,Samuel Tanaka,ROOM-C,UNLOCK
2026-06-09T14:54:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-09T14:54:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-09T14:57:00Z,B1024,Samuel Tanaka,ROOM-C,UNLOCK
2026-06-09T14:57:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-09T14:58:00Z,B1024,Samuel Tanaka,ROOM-B,UNLOCK
2026-06-09T14:59:00Z,B1024,Samuel Tanaka,ROOM-C,UNLOCK
2026-06-09T15:41:00Z,B1024,Samuel Tanaka,ROOM-A,UNLOCK
2026-06-09T15:41:00Z,B1024,Samuel Tanaka,ROOM-D,UNLOCK
2026-06-09T15:41:00Z,B1024,Samuel Tanaka,ROOM-E,UNLOCK
2026-06-09T15:47:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
2026-06-09T15:47:00Z,B1024,Samuel Tanaka,ROOM-F,UNLOCK
